baseMean	log2FoldChange	lfcSE	pvalue	padj
gene-YBR175W	90.6359352824371	4.64391575682275	0.610712874948747	2.36382667417261e-15	3.29195149422186e-14
gene-YHL029C	489.442482046923	3.40679323454014	0.447361171168347	2.43221326499029e-15	3.37916264754456e-14
gene-YBR089C-A	362.86648182172	-3.41687824417796	0.448489454732388	2.50604438088492e-15	3.47350784991213e-14
gene-YER110C	1113.55441362971	3.04216887210988	0.398816703819546	2.67447452990271e-15	3.69821796434424e-14
gene-YNL274C	612.922687690972	-3.37282401560024	0.442610638124904	2.83873986315597e-15	3.90693235156888e-14
gene-YNL166C	185.281029554948	3.88645284216088	0.511538556155623	2.83728605432181e-15	3.90693235156888e-14
gene-YKR042W	8113.31315317476	3.35451767216757	0.439519494700468	2.89201655824072e-15	3.97093514776706e-14
gene-YDL136W	1457.11350255659	2.91970091629687	0.383344255457265	3.10969223960407e-15	4.25984243009314e-14
gene-YNL132W	748.984826388467	4.08066736213804	0.539245930304779	3.16235592142372e-15	4.32188642594575e-14
gene-YLR216C	3816.70696696173	-2.93869993795306	0.386709991109948	3.28175386449032e-15	4.4746332343039e-14
gene-YPR010C-A	2660.30094517509	-3.46277740395324	0.4586182172735	3.75071819850205e-15	5.10219508070012e-14
gene-YML030W	849.887507494896	-3.4990683893394	0.463301276501439	3.76847153024284e-15	5.11447883838282e-14
gene-YDR276C	1672.45132919093	-3.05253654624413	0.402612683663139	3.80237167351623e-15	5.14856931219992e-14
gene-YKL067W	1259.43197370546	-3.0231151270247	0.398991325716048	3.84591514002514e-15	5.19553006128282e-14
gene-YOR246C	562.780125133478	3.14860816256609	0.415983590677905	4.1151526726605e-15	5.54646899305943e-14
gene-YDR365C	1051.68125896285	3.18835038384381	0.421484548509165	4.18787139304845e-15	5.63153439849612e-14
gene-YHR049W	5586.18532155394	3.89518293866453	0.516816322765749	4.24245579818664e-15	5.69188062809343e-14
gene-YBL099W	4642.14929952477	-3.02333756010832	0.400449485618364	4.37034331802127e-15	5.85007371542436e-14
gene-YER143W	478.922152328488	-3.40427380634827	0.449391049921271	4.3947874723936e-15	5.86939383841542e-14
gene-YBR026C	3366.52489992713	-3.72386760534028	0.495934448029495	4.45033634090417e-15	5.93007317425481e-14
gene-YOR173W	1945.6810779534	-3.81204843359178	0.507907971392255	4.47714157546997e-15	5.95226327822685e-14
gene-YJL020C	730.710421868567	-3.11051156778061	0.41173721981091	4.59568322390702e-15	6.09603862935902e-14
gene-YGL156W	2507.63419512682	-4.23021409981971	0.565114243589037	4.87116349779386e-15	6.44686943285901e-14
gene-YJL033W	1155.60339467847	3.03498017684337	0.402063541269333	4.92749011915292e-15	6.50672850643999e-14
gene-YPL266W	791.912774231258	3.30047401634552	0.438120176787467	4.99732207781091e-15	6.58411221173155e-14
gene-YNL061W	2275.81018201032	3.00934915477195	0.398773384483641	5.1147818834935e-15	6.7237592338391e-14
gene-YMR217W	5311.403314508	4.05418101674942	0.539519363757997	5.13555038171317e-15	6.73595791677501e-14
gene-YJL172W	343.158008895678	-3.42830148170373	0.45507579385908	5.33767705775496e-15	6.96988877274328e-14
gene-YPR191W	2547.57290423142	-2.93084972770506	0.388604038930388	5.3343008404844e-15	6.96988877274328e-14
gene-YPL198W	1447.94569433688	3.58084389045293	0.476999118184446	5.78761726923169e-15	7.54062223322343e-14
gene-YJR016C	3118.55631756459	3.22480565480763	0.429922603590617	6.02524729961144e-15	7.83282148949487e-14
gene-YAL005C	23524.1754899181	-3.74589492386436	0.501176995255398	6.31668695935292e-15	8.19352558466508e-14
gene-YPL271W	1479.23263276556	-3.01309015711035	0.402054122026588	6.87240577742293e-15	8.89468323907961e-14
gene-YOR224C	992.699105549929	3.60449769430164	0.4822951354024	7.36402282747301e-15	9.50997044878288e-14
gene-YMR103C	181.762970858171	-4.012375465987	0.540555500399399	7.59304569128641e-15	9.78418173362907e-14
gene-YMR206W	359.828834232503	-4.48151369467983	0.608403866331216	7.75081099672983e-15	9.96557124426031e-14
gene-YGR035C	206.986823171191	4.50410272969509	0.607661816521523	7.82446806705538e-15	1.00382617674279e-13
gene-YLR083C	413.219901011723	3.17188526070427	0.424294125089314	8.12590032433704e-15	1.04022169435782e-13
gene-YHR063C	262.898541008092	3.63801909903792	0.487890061260422	8.1783425435289e-15	1.04465408132266e-13
gene-YKR079C	363.05707077032	3.1797957579625	0.425631071791231	8.36962811526838e-15	1.06676368782214e-13
gene-YER067W	3335.3314625501	-4.48960240843755	0.604194933791039	8.46221583016109e-15	1.07622497640422e-13
gene-YPL262W	2421.93713513082	-3.25040375270394	0.435909259183029	9.06064816878646e-15	1.14983939856266e-13
gene-YPL203W	760.261784464925	-3.35640073026931	0.450694250480711	9.26273946301209e-15	1.17294690003542e-13
gene-YDL031W	1015.66923808941	2.97889625830912	0.398943264681931	9.30376220640264e-15	1.17560253914092e-13
gene-YER026C	1711.37570440898	-3.2796700060217	0.439726950315766	9.3711308746146e-15	1.18156860898635e-13
gene-YMR006C	280.670767051549	-3.66521838094578	0.494487948686866	9.54940605741443e-15	1.20146282649401e-13
gene-YJL183W	345.657466444939	3.43886113494649	0.461901337040715	9.6867079236198e-15	1.21612780634225e-13
gene-YDR087C	824.527166160237	4.05778770279107	0.547082361601352	9.88906348599094e-15	1.23887989782831e-13
gene-YOR201C	250.179754863286	4.01038969373502	0.540949660502393	1.09180412842285e-14	1.36487155755718e-13
gene-YIL045W	1748.29848880154	-3.77976864878986	0.511922739378302	1.09471624173992e-14	1.36560028198322e-13
gene-YML082W	339.582778067025	3.20757944132377	0.431783594175959	1.09768028212427e-14	1.36639055076318e-13
gene-YOR285W	2204.65521406805	-3.03999702443016	0.409995664750103	1.29825437389457e-14	1.61264097333557e-13
gene-YER075C	372.11702249819	3.35601548157819	0.453910711832532	1.33244774651528e-14	1.65161546254103e-13
gene-YBR050C	1264.14242961883	-4.02026672086269	0.548621203393996	1.37244178777989e-14	1.69760046450495e-13
gene-YBR071W	405.052532825383	-3.30573202106665	0.445137803815751	1.38346518482154e-14	1.70763292181236e-13
gene-YPL250C	592.630158514706	-3.63135109041926	0.48985095378704	1.41008952418035e-14	1.7368392605608e-13
gene-YER086W	962.942194602032	3.01288924190713	0.406665558135029	1.42328971145274e-14	1.74942297237891e-13
gene-YER150W	4430.67833615143	-3.07766858501483	0.415699486389743	1.42658262661412e-14	1.74980207946414e-13
gene-YDR110W	246.979819440804	3.28768109968401	0.445113060787534	1.50415647168126e-14	1.84110008214347e-13
gene-YPL079W	3673.85217758682	3.68317253226121	0.499284047419841	1.51813607736097e-14	1.85433996282653e-13
gene-YBR046C	1244.86259405055	-3.04847771888539	0.411724478882746	1.52808474250615e-14	1.86261140235209e-13
gene-YGR085C	2058.67442508208	3.47823075792324	0.471811406480715	1.56139932944881e-14	1.89927059513659e-13
gene-YIR037W	2303.76623302067	-3.39088773691036	0.46084489785521	1.5914370681164e-14	1.93180031684605e-13
gene-YJL089W	195.511459102958	-4.05416141352727	0.543199494352773	1.60314071553379e-14	1.94198636677161e-13
gene-YBL042C	1298.69532677683	3.68889287503965	0.501313407521294	1.61674866271081e-14	1.95443245556154e-13
gene-YNR027W	215.298554516983	3.76042905539152	0.51069588836439	1.75060224903161e-14	2.11188909178443e-13
gene-YOL081W	2098.25227814844	-2.95617205764465	0.401444995557032	1.85868346909792e-14	2.23767170006593e-13
gene-YKL026C	1260.38074236125	-3.43632217498442	0.469916439979966	2.00193160302124e-14	2.40518954682654e-13
gene-YFL042C	543.406204642445	-3.26816633936533	0.446611554820172	2.02288822316148e-14	2.42539747492756e-13
gene-YDR119W	325.020585368847	3.15117215012795	0.428395825456909	2.08006198059299e-14	2.48885783514627e-13
gene-YKR067W	652.477730086236	-3.5277056446887	0.483238401228277	2.11821101082085e-14	2.52934239438751e-13
gene-YJL141C	1180.27125711881	-3.36546717083318	0.460957241131885	2.13164079478408e-14	2.54020528045103e-13
gene-YNL208W	4943.87110934023	-2.97948628149255	0.405610603569597	2.1421619492722e-14	2.54756501188294e-13
gene-YPL170W	586.713289140396	-3.05602456743817	0.416046426600438	2.20035889785381e-14	2.61147858666334e-13
gene-YDR266C	618.879230744675	2.96586636668934	0.403279093022414	2.24294999097914e-14	2.65664965598195e-13
gene-YDR361C	690.460344645371	2.9321443993417	0.398690056048692	2.2740664749506e-14	2.68807494811197e-13
gene-YBL064C	3150.60841300451	-3.41437726515617	0.466094328827931	2.29997008020009e-14	2.7132242616123e-13
gene-YGR174C	384.060074292413	-3.50709440654765	0.476256834772332	2.32898130477023e-14	2.74193120278471e-13
gene-YMR139W	547.897194214781	-3.53375431107757	0.484154640992655	2.35753966905344e-14	2.76999099792792e-13
gene-YNL234W	311.022359515087	3.51585600634891	0.481200433426495	2.45859985564099e-14	2.88295419072462e-13
gene-YOR136W	1763.03310180626	-3.88725966839747	0.532220831745164	2.64064637517781e-14	3.09024145662026e-13
gene-YOR252W	733.351809779404	3.06642570181712	0.418626382680957	2.64752290199454e-14	3.09211688732948e-13
gene-YPL254W	181.865340618734	3.44124487728849	0.471182638218593	2.76119561664432e-14	3.21846717701504e-13
gene-YLR109W	1707.12469219238	-2.97052371208415	0.406190089231916	2.76703363798688e-14	3.21887266260259e-13
gene-YLR257W	2554.3214528575	-2.88383684191075	0.394031976779189	2.78036654377464e-14	3.22797802894073e-13
gene-YOL121C	3085.68446163045	3.73224364959705	0.511977979566509	2.82444861265192e-14	3.27267632726842e-13
gene-YGL171W	512.588987257523	3.13136037250653	0.429131771492376	3.09696229809021e-14	3.58135896522739e-13
gene-YDR450W	4505.47866153479	3.11201782212973	0.426830148405581	3.19387997750515e-14	3.68616502128202e-13
gene-YDL169C	506.257216081254	-3.78235666718764	0.523905331991743	3.2993090737589e-14	3.80036328083466e-13
gene-YJL217W	495.240757290021	-3.38042250054691	0.464277676116142	3.31762002798808e-14	3.81396200472433e-13
gene-YPR154W	2625.44193706824	-3.299865481087	0.454069295149873	3.76541505265285e-14	4.3202795408422e-13
gene-YPL160W	1374.30973851126	3.11756181357492	0.4286530722474	3.79292125871066e-14	4.34333932418371e-13
gene-YER053C	451.414741242633	-3.17930427430541	0.438108681578583	3.89009795701914e-14	4.44593456569264e-13
gene-YPR041W	1768.96322745942	3.14926170019721	0.43359116717554	3.95567888936417e-14	4.51209053080586e-13
gene-YML100W	739.24728720334	-3.31509697456703	0.459303272938947	4.27526991769778e-14	4.86716651018681e-13
gene-YBL087C	2246.07943766899	3.54225792854299	0.489303240342027	4.34834692030783e-14	4.94076705305519e-13
gene-YPL047W	229.198807163379	3.36418627824283	0.4657637306727	4.92260899420226e-14	5.58244807214852e-13
gene-YLR038C	1909.91931456008	-2.8615947064569	0.394972778250699	5.02790642395664e-14	5.69085238680652e-13
gene-YPL201C	228.620086929157	-3.88210177763966	0.545975763792745	5.31923710878009e-14	6.00899560092055e-13
gene-YOR341W	2327.73370704061	2.78806226032414	0.384851920433419	5.36875595733989e-14	6.05327234190073e-13
gene-YGL037C	2541.00284295511	-3.03210853602241	0.419422095183627	5.49289359229441e-14	6.18135031317123e-13
gene-YMR309C	1212.457452212	2.8581621279841	0.394986369588138	5.54031929681399e-14	6.22277625234108e-13
gene-YJR085C	835.182077303263	-2.97283648557611	0.411684664159443	6.01582751627974e-14	6.74393818890021e-13
gene-YNL119W	362.296700554714	3.17506779383511	0.44103204755431	6.20111912575749e-14	6.93838958670156e-13
gene-YOR100C	1054.34865900766	-4.0721538377535	0.573395976066572	6.47186665937182e-14	7.22753413788514e-13
gene-YML110C	903.433284920674	-3.18357482025681	0.441872311825932	6.77368095167799e-14	7.55020749423728e-13
gene-YKR094C	3356.52220912965	3.35040444755384	0.465713974549886	6.8408609912768e-14	7.61062011230662e-13
gene-YJL098W	354.0340054903	3.09003562618312	0.43023886523958	7.1823295297981e-14	7.97537841537998e-13
gene-YCR012W	27459.7503195421	-2.71514778799973	0.377343587249894	7.36017297687132e-14	8.14861287235516e-13
gene-YHR143W-A	735.402175307005	2.91558770878231	0.405320406203287	7.36613478142288e-14	8.14861287235516e-13
gene-YDR465C	923.516889935943	3.18597489261151	0.443739857829445	7.40658875819894e-14	8.17793406578539e-13
gene-YKL141W	2497.389137591	-3.18584235209595	0.444261480276767	7.52213328192722e-14	8.28989989322167e-13
gene-YDR129C	2729.45831999441	-2.79965989426402	0.389733141650144	7.82922642312188e-14	8.61214906543407e-13
gene-YLR307C-A	3623.55169829674	-4.03513339010211	0.565011317315558	7.90232035295991e-14	8.67627420026291e-13
gene-YNL301C	2297.57345526475	2.73175549919497	0.379598588644306	7.94905646707971e-14	8.7112744049511e-13
gene-YDL213C	882.929655154166	3.2480585546646	0.453786209318684	8.42201375667913e-14	9.21236318197943e-13
gene-YCL035C	2672.57337640878	-2.77053069474213	0.386182369822798	8.78069985720699e-14	9.56900432394138e-13
gene-YFL030W	1575.27592797892	-2.86414608904334	0.399713444488549	8.77531743083087e-14	9.56900432394138e-13
gene-YMR160W	247.08481627665	-3.69032070367274	0.517273122171588	9.00557700115118e-14	9.79586232982363e-13
gene-YPR149W	5750.77026521936	-2.78909694773401	0.387431405537061	9.02761074151501e-14	9.80164477361157e-13
gene-YNCE0017W	314.822899514012	-3.6400394411391	0.514038549359055	9.14343788632198e-14	9.90905292560181e-13
gene-YKL021C	708.439452585744	3.02041270856374	0.421928248532909	9.18411119896235e-14	9.93476825821333e-13
gene-YDR055W	1063.10841799767	-2.88182794859913	0.402576438363532	9.94828310355894e-14	1.07415808169735e-12
gene-YDR255C	402.354182613158	-3.69796934413655	0.521405231364535	1.07391430817696e-13	1.15741904206645e-12
gene-YGL147C	3194.68865328973	4.58022796019072	0.64889513273115	1.18894913957748e-13	1.27904748721886e-12
gene-YIL052C	3793.23105523432	3.03161305702124	0.425438552860996	1.20086603379421e-13	1.28950138390759e-12
gene-YDR184C	478.804989471619	2.9828241868673	0.41907702333113	1.21254169156993e-13	1.29965848952002e-12
gene-YDR178W	1260.26406113753	-3.01602681418689	0.42487531920037	1.25013153877176e-13	1.33750387076986e-12
gene-YER113C	218.081803287849	3.24990586218408	0.457201656846507	1.25861513281667e-13	1.34412759994611e-12
gene-YDR204W	488.421056590934	-3.30257932574785	0.467352809170517	1.39754940424749e-13	1.48978766492782e-12
gene-YIL133C	5015.16271099241	3.14909254821273	0.442667823887354	1.44421370700098e-13	1.53673774303934e-12
gene-YFR024C-A	721.30678366696	-2.8891829734475	0.407294732158563	1.56384309124386e-13	1.66101667463093e-12
gene-YGR142W	10210.4303062046	-3.87485791570157	0.550877965705289	1.58313065686796e-13	1.67846203276977e-12
gene-YHR128W	614.639271242969	3.56291211901969	0.505687927260031	1.67791485666732e-13	1.77574274451995e-12
gene-YHR138C	1345.86884670663	-3.98806752742597	0.57102268238161	1.81662391331481e-13	1.91907495563329e-12
gene-YML023C	250.897804526607	3.11625506411189	0.44124119901538	1.82179526742579e-13	1.92107655628011e-12
gene-YER156C	640.369984157546	2.94830664886514	0.417112665873892	1.84300641610876e-13	1.93995450945164e-12
gene-YGR049W	1527.30767147088	3.37920905844507	0.480253980480674	1.84632054267944e-13	1.93996009708415e-12
gene-YHR089C	1590.39721700521	3.54941865909291	0.504418954897812	1.86687958014415e-13	1.95805276894189e-12
gene-YAL056W	433.436132787234	-3.30345293393192	0.47113015497248	1.89514400454987e-13	1.98414808904927e-12
gene-YMR271C	1068.23055165454	-3.46080002713361	0.494234306700999	1.99015027604325e-13	2.07990215123736e-12
gene-YMR013C	160.96767852215	3.31276315149495	0.470836933105261	1.99487263191014e-13	2.08112780086996e-12
gene-YGR034W	4817.78916812973	3.70425264075432	0.5282717234686	2.22397060475299e-13	2.31601059603317e-12
gene-YBL004W	771.223932019357	2.81084539426774	0.398823848804769	2.23395216263333e-13	2.32228041303532e-12
gene-YGL055W	15789.4658558289	-3.19716861246697	0.456537346157099	2.45525799190513e-13	2.54781904540527e-12
gene-YHR084W	210.513179689273	3.81198276458621	0.546325701807245	2.53665327042608e-13	2.62763217747493e-12
gene-YDL082W	4025.9195934513	3.2447864999455	0.463156281641388	2.66683189617554e-13	2.75760765560444e-12
gene-YOR036W	1437.66141316179	-3.1050557322206	0.444785120421575	2.76475187272787e-13	2.8538275052471e-12
gene-YJR103W	1052.3049397744	-2.83262836982582	0.404749441995226	2.80376645141577e-13	2.88901277761874e-12
gene-YBR002C	288.4367587962	3.07259039369163	0.43884886864564	2.84270423181193e-13	2.92399559844093e-12
gene-YOR091W	1119.98709232838	3.50440838845921	0.503232678496343	3.02376470993775e-13	3.10478677659633e-12
gene-YGL187C	2573.77279368859	-2.86900638037931	0.410185189648859	3.08251394313817e-13	3.15957679171663e-12
gene-YJR095W	880.672928143888	-4.16776883874065	0.598611201300085	3.17730865107533e-13	3.25105770004444e-12
gene-YJL066C	1863.60793413425	-3.5805598368229	0.516045291704568	3.2695409878377e-13	3.33960258043422e-12
gene-YGR070W	411.998297146268	-3.41819576766026	0.492006989487731	3.33106972210047e-13	3.3912758662502e-12
gene-YPL069C	146.392289616798	3.35283163215964	0.481706479466365	3.33169861668108e-13	3.3912758662502e-12
gene-YML026C	4997.2409384722	3.05217146320989	0.43652555969159	3.56774790794373e-13	3.62525233696258e-12
gene-YNR046W	433.463845039045	3.02164888318772	0.433771639696439	3.59633195780773e-13	3.64797478695964e-12
gene-YMR308C	1308.15094261545	2.74781846528725	0.39361275286108	3.71348738618851e-13	3.76030682991765e-12
gene-YJR008W	4218.06054696261	-4.0697536824264	0.589212996756281	3.74293701046749e-13	3.78359305040878e-12
gene-YJL133W	185.382551735417	3.42186900719648	0.493958126623159	3.90538377892074e-13	3.9410094829281e-12
gene-YOR051C	867.150493790877	3.58160677861616	0.517241365214376	4.02543266989942e-13	4.05517383911001e-12
gene-YJL125C	491.580722539524	2.83253037965548	0.406829534979197	4.0852380148543e-13	4.10836200361762e-12
gene-YIL127C	810.643952303544	2.79494637375029	0.401686177726603	4.22784686858808e-13	4.24449763536506e-12
gene-YPR079W	240.015446449318	3.11314325365095	0.449121805217613	4.24787177694411e-13	4.25731149200399e-12
gene-YJR121W	6434.9173001265	-3.21280893522697	0.464459893614546	4.27492394748093e-13	4.2771124750991e-12
gene-YMR296C	647.475178595284	3.13505845175572	0.452573885472671	4.61631216421046e-13	4.61080719229403e-12
gene-YDL027C	462.67081463434	-3.33986263499953	0.484497752366083	4.64616110509985e-13	4.63272832639463e-12
gene-YOR369C	10918.1039596732	3.4089123872959	0.492778870601023	4.7488533681076e-13	4.72708443076653e-12
gene-YPR204W	108.044450404921	-5.43514603377627	0.788646514630514	5.09135046419143e-13	5.05942165619566e-12
gene-YNL231C	433.629242416548	2.97662721365554	0.43036290405707	5.24999434377741e-13	5.20824311972368e-12
gene-YDR064W	7761.78384468107	3.2166780426825	0.465029712732112	5.27069421699459e-13	5.21994597875664e-12
gene-YFR053C	3144.69937762323	-4.14816766278122	0.602578259974904	5.2910131262402e-13	5.23123270811911e-12
gene-YJR069C	129.616896389721	3.71312592520264	0.538786872367657	5.32192857397202e-13	5.25294061097609e-12
gene-YLR401C	1064.20423197113	3.18916816338014	0.462451415105552	5.6582037613688e-13	5.57547036183282e-12
gene-YGL208W	630.476346435746	-2.91515026644338	0.423578814168467	5.79726470407922e-13	5.70291324832491e-12
gene-YKL188C	246.829955715205	-4.52610145067653	0.672245451827057	5.9399362199064e-13	5.83347505147592e-12
gene-YIL101C	519.478604724189	-4.39928493368875	0.652254420427834	5.98738702292668e-13	5.87024249421724e-12
gene-YBR085C-A	4954.19241663371	-2.91966567227747	0.424057937222187	6.21867403989963e-13	6.08682569214216e-12
gene-YEL060C	7613.6727802632	-3.82559218937631	0.556491907885046	6.41978905101154e-13	6.27320386768011e-12
gene-YLL041C	1816.08646277855	-3.40421316180099	0.497803148318769	6.5360323635051e-13	6.37616601451421e-12
gene-YOL128C	220.889600821196	3.17926341655225	0.462973290143641	6.62811965154564e-13	6.44455481210814e-12
gene-YOR182C	1880.46782526867	2.80303221672641	0.40641176510396	6.62488261763735e-13	6.44455481210814e-12
gene-YML118W	731.997044056254	-3.57128891609015	0.525816671373318	7.06942931604824e-13	6.86226226489914e-12
gene-YIL069C	2544.61452741333	2.86587163966106	0.416847215588373	7.21995028177544e-13	6.99678818215692e-12
gene-YLL055W	315.326424398759	-3.18811003579971	0.465872602085873	7.43925659363692e-13	7.19741937433882e-12
gene-YKL151C	863.649901395489	-3.36338550268726	0.49321983826129	7.93731375818914e-13	7.66663435984562e-12
gene-YCL033C	321.180093101369	-3.20407851786169	0.46594180740864	8.17093204528255e-13	7.87930502985059e-12
gene-YJR003C	416.033662202635	2.91334285094876	0.425068283414549	8.24245946618406e-13	7.93522821842974e-12
gene-YNL162W-A	152.263711246666	3.62227030138274	0.533660693797897	8.3778419008786e-13	8.05234214177889e-12
gene-YDL078C	2935.51422402979	-3.02454029257863	0.443375997329003	9.12977948651484e-13	8.7607032945068e-12
gene-YNL062C	665.685317269811	3.0874854092189	0.452016544906449	9.19533713672852e-13	8.80919307722865e-12
gene-YOL082W	994.220142950306	-3.36367056911235	0.495742733338643	9.25878145712641e-13	8.85550337408355e-12
gene-YBL069W	413.529412308506	2.82291852632457	0.412890422620312	9.87675592701777e-13	9.4311758957826e-12
gene-YKL117W	1720.6800126053	-2.78732883692303	0.408396995091265	1.09876677365009e-12	1.04749099087976e-11
gene-YLR003C	600.336851105565	2.75084467732859	0.403538084332078	1.16262780548351e-12	1.10657253629056e-11
gene-YGR067C	463.454265080878	-4.92067260938301	0.749769520136364	1.21845099748924e-12	1.1578246674683e-11
gene-YDR471W	3478.16401407135	3.23725451074683	0.478383879632896	1.27936875806395e-12	1.21374417937361e-11
gene-YJL193W	124.277262970822	3.38308653693947	0.500134643581555	1.29035213604422e-12	1.22218652239536e-11
gene-YFL044C	354.833366123405	-3.11708651048496	0.462435347712389	1.30170136809578e-12	1.23094760018476e-11
gene-YDR214W	1112.42643702993	-2.77471667510859	0.409085056457075	1.31778138413083e-12	1.2441469009918e-11
gene-YNL313C	449.195303300833	3.45759190702856	0.511595024271216	1.32925937595898e-12	1.2529658715832e-11
gene-YDL085W	689.790054425318	-4.21805987202007	0.633835855996818	1.34337922416828e-12	1.26424275943798e-11
gene-YOL097C	822.185362926205	3.30047442264343	0.48911692600574	1.44618163299855e-12	1.35880815933822e-11
gene-YLR185W	2654.45364143325	3.3573129749606	0.497826338825727	1.4656454744739e-12	1.37489270669448e-11
gene-YDR342C	2301.31923101118	-3.29436776660594	0.490514121649441	1.53393404371387e-12	1.43665420100549e-11
gene-YJR120W	221.647063082607	-3.40544147169544	0.504074142018219	1.61946669444381e-12	1.51434341778693e-11
gene-YIR039C	197.838594399401	-3.88332190937637	0.58762288753904	1.6440110864077e-12	1.53484665598859e-11
gene-YCL059C	823.197351950507	2.691413528214	0.397588757506603	1.69021441081571e-12	1.5754733053438e-11
gene-YLR237W	716.255830844533	3.68089604288876	0.548753060258	1.70969815164161e-12	1.59110480366266e-11
gene-YNL186W	1274.32361587124	2.95825940650735	0.438538074045464	1.71711287420505e-12	1.59547270704663e-11
gene-YNL093W	466.677066337097	-3.57459787007112	0.532294224347143	1.81875639562386e-12	1.68724189043397e-11
gene-YNL096C	3572.36607025029	2.852828014196	0.422814694260503	1.87849576749842e-12	1.73723809010916e-11
gene-YOR382W	611.857145971409	-3.49504479141467	0.519901398845985	1.87857572766366e-12	1.73723809010916e-11
gene-YLR048W	6928.67002777784	3.11928103050561	0.462596874215574	1.89199602622934e-12	1.74689333886341e-11
gene-YMR280C	562.940275200223	-3.91155538534337	0.589051386563999	1.92256197731349e-12	1.77232403663349e-11
gene-YMR304W	471.408124646544	-3.16393069666241	0.47087180996121	2.03740755315413e-12	1.87524654382145e-11
gene-YLR244C	1098.20919273739	2.65653174795146	0.394061942615519	2.07643893055965e-12	1.90817577584188e-11
gene-YMR256C	2211.76814613806	-3.05774995202812	0.456700665812289	2.08361628232583e-12	1.91177500207767e-11
gene-YML054C	3587.89366887071	-3.19131940645699	0.477287612527704	2.11778732166385e-12	1.94009172920549e-11
gene-YOR079C	62.7559826517856	4.30527197301682	0.645105747344966	2.21721100853208e-12	2.0280043904873e-11
gene-YBR248C	285.104059510044	3.09958696406186	0.462944525774629	2.2604353967643e-12	2.06431974006684e-11
gene-YEL029C	232.019657987133	3.14577753067149	0.469775757178665	2.27629499142079e-12	2.07557037864698e-11
gene-YNL162W	2055.35259065332	3.30322396055633	0.493661281402614	2.29647983340743e-12	2.09072379864407e-11
gene-YGL135W	3473.5082176983	2.63909845904412	0.39316749055562	2.34220002119706e-12	2.12904166267882e-11
gene-YDR280W	385.922630685291	3.27027414351776	0.489555858807861	2.41794984831081e-12	2.19449534994524e-11
gene-YBL092W	8049.80462153935	2.88400720184051	0.430942560919589	2.45529273558535e-12	2.22494301526073e-11
gene-YDL209C	159.629209907364	3.45253651369681	0.518765428164547	2.4629973677194e-12	2.22848048872513e-11
gene-YBR269C	1219.6401108608	-3.33732469246328	0.502315447802941	2.47048202837727e-12	2.23180834088998e-11
gene-YIL057C	10878.9031760176	-4.86638606128678	0.739650659715777	2.65239164693283e-12	2.39245726553341e-11
gene-YJL144W	437.269030205268	-3.22075801653546	0.486138961237658	2.80786013281374e-12	2.52879937921459e-11
gene-YMR090W	1212.89922377072	-2.99734619089347	0.449801766896977	2.86671726872796e-12	2.57784713904173e-11
gene-YGL047W	179.540682063273	-3.84938640614693	0.569548504663395	3.01472662681167e-12	2.70292041920884e-11
gene-YNL069C	6008.61891098342	3.41434083119024	0.513292964234303	3.01502635879683e-12	2.70292041920884e-11
gene-YGR123C	382.033178598807	3.76598896044827	0.568773059046613	3.08019117899136e-12	2.75712379884371e-11
gene-YGL191W	5288.47222176218	-3.0381537793633	0.457297080051577	3.08497220983732e-12	2.7571939125421e-11
gene-YOL040C	7971.25058038135	2.7892324264446	0.417511327190966	3.10948173137082e-12	2.77486931370275e-11
gene-YNL201C	635.044709670878	3.00881168813223	0.45323763627956	3.13817108944491e-12	2.79621536434886e-11
gene-YKL154W	181.566690159789	3.11528247188854	0.468735271887531	3.19828364924691e-12	2.84545326791117e-11
gene-YJL042W	1193.09272450196	-2.72693125059939	0.409403191877014	3.21600594984811e-12	2.85688528544841e-11
gene-YER082C	783.638645045709	2.68607458431869	0.402504299077114	3.2265810610607e-12	2.85779916383513e-11
gene-YPL221W	525.654064218731	2.70238619213844	0.404942645077651	3.22678329602397e-12	2.85779916383513e-11
gene-YDL101C	160.199067328863	-3.81687040632514	0.58826767980957	3.24648444029502e-12	2.87091075014324e-11
gene-YPR002W	1938.5198314529	-4.46795664127597	0.68474658949486	3.27571666987026e-12	2.89239861979659e-11
gene-YMR116C	9320.81521246457	3.13254989191333	0.469987066932068	3.42705908819865e-12	3.0214808171592e-11
gene-YHL034C	1921.03243704596	-2.62997302854955	0.394752513110553	3.5428041851897e-12	3.11883797864372e-11
gene-YDR529C	2599.47438221206	-2.62448438392474	0.394021162633007	3.61741745789823e-12	3.1797479093939e-11
gene-YDR072C	864.536535625942	2.97448608100755	0.448507193842672	3.62751001809098e-12	3.18384599342326e-11
gene-YGL059W	346.943648315714	-3.62027404382049	0.546826091592536	3.93468637061465e-12	3.44829091045047e-11
gene-YHL011C	1419.39746062329	2.57650729058701	0.387162437244792	3.94340284481124e-12	3.45077177300422e-11
gene-YLR321C	147.327821770698	3.18871429874171	0.482725446150258	4.05558603552902e-12	3.5436514048147e-11
gene-YBR154C	1082.995115321	2.94013361068014	0.444180829152127	4.09010900699152e-12	3.55790936320345e-11
gene-YDR194C	507.684629931625	2.72269977668162	0.410363639772403	4.08128937681931e-12	3.55790936320345e-11
gene-YNL163C	619.458374249857	2.74149812948362	0.41328672251617	4.08746787871999e-12	3.55790936320345e-11
