baseMean	log2FoldChange	lfcSE	pvalue	padj
gene-YAR018C	112.601480403756	-0.84753854108304	0.486988789102224	0.0488012417807287	0.0832717347381876
gene-YFR044C	798.190630532029	-0.70866531416473	0.391382265648396	0.0490516806174614	0.0836747173291172
gene-YBR301W	9.26942301706884	-1.3898151432806	1.24258197427239	0.0490833288956254	0.0837043505861117
gene-YKR066C	1347.49163174555	-0.795829721651435	0.456648311553148	0.0492786350204341	0.0840129796815368
gene-YER040W	148.848955196487	0.786027656012191	0.444418115500515	0.0493648163780753	0.0841354414025161
gene-YLR262C-A	757.6538452278	0.689140467936891	0.378052646695736	0.0494248475923905	0.0842132756274878
gene-YDR523C	20.2128537824882	1.2217599142159	0.882883963570079	0.0494489284839903	0.0842298279202891
gene-YML075C	905.306518975657	-0.799322791005858	0.45582852936688	0.0494688978811763	0.0842393692353577
gene-YHR215W	34.7605840758143	-1.22890868869654	0.913189405954695	0.0495377297950392	0.084332087627269
gene-YKL160W	607.698975922628	-0.690338534830143	0.381137130217496	0.0496810149805225	0.0845514632310024
gene-YMR111C	115.616478682276	0.832173782315164	0.478510748147707	0.0496996016519552	0.0845585503439968
gene-YPL148C	162.733166062788	0.787892284464307	0.446388478309093	0.0497549369991038	0.0846281391429491
gene-YOR377W	109.425674788533	-0.850474347915315	0.49772434617501	0.0497742693243625	0.0846364678215596
gene-YMR295C	1801.03448626844	-0.698112440706669	0.387028089081283	0.0498170166683176	0.0846845951656556
gene-YDR177W	482.661131795987	-0.727669718455771	0.405634837181079	0.0498646517039316	0.0847410008522176
gene-YCR096C	584.089178631675	-0.736360439323966	0.413015948061241	0.049923757130693	0.0847677347400096
gene-YHR099W	520.310332523006	-0.702667289896445	0.389420112168128	0.0498988678100576	0.0847677347400096
gene-YLR265C	8.57419799713903	1.3590911805915	1.16882985325561	0.0499161056465748	0.0847677347400096
gene-YNL267W	428.673383779602	-0.731369908634862	0.409559130332366	0.0499823002354248	0.0848425669601319
gene-YOR372C	183.217270920254	-0.779619149203813	0.442165400091781	0.050166289771537	0.0851302335544201
gene-YJL199C	35.0750003339482	-1.02798257167513	0.650839374437086	0.0505383075679822	0.0857367179603819
gene-YDR058C	187.466311545241	0.75891273953025	0.428012446935222	0.0505530723745456	0.0857369578628756
gene-YKR063C	306.494559897706	0.752037093631539	0.423748925527661	0.05086029688575	0.0862330597574182
gene-YLL042C	34.2089512470882	-1.0302789821404	0.662135854558318	0.0509059171740098	0.0862854560252152
gene-YAR035C-A	3.29750456480107	-0.859847132687429	1.47476523151071	0.0513510486130397	0.0870147971151017
gene-YHR177W	21.5155222483844	-1.18460315521928	0.823013611415444	0.0514868482078019	0.0872197026993189
gene-YKL149C	146.482505418775	-0.8830485055659	0.52352063740827	0.0515226928732681	0.0872552132628454
gene-YDL133C-A	2371.24457529969	0.686912264382579	0.382180103509137	0.0515590059756551	0.0872914964005966
gene-YML094W	232.077774854959	0.773906198995677	0.441662992279202	0.051887955630418	0.0878230611608373
gene-YOR045W	230.548765419057	-0.853915777271744	0.50391770603263	0.0520570488172683	0.0880592662887401
gene-YPL232W	905.419212181572	-0.675356018623242	0.37624352458494	0.0520575502228847	0.0880592662887401
gene-YBR172C	840.849983387292	0.670294544425421	0.371200884575952	0.0522109400203841	0.0882932625726887
gene-YKL037W	10.3579325567473	-1.40792511354477	1.20787944552901	0.0522920383851085	0.088371126607339
gene-YLR115W	127.803438087758	-0.852521231914471	0.505875225170873	0.0523022018296889	0.088371126607339
gene-YOR011W	109.728095039327	0.816873520294658	0.475851257940613	0.0522992570200458	0.088371126607339
gene-YBR127C	3241.84151877305	-0.691967081185647	0.38545776420723	0.0524035950845917	0.0885169340192916
gene-YLL018C	2308.01340605819	-0.692454494765462	0.388673554183782	0.0524289896759462	0.0885343221399978
gene-YDR014W	71.1528019530934	-0.877190851993294	0.528148219025908	0.0526070533724422	0.0888094310171692
gene-YPL060W	130.928267767114	0.776319228597935	0.445679058219771	0.0526656890054377	0.088882825169511
gene-YIL140W	59.7367250570975	-1.01111720711098	0.638318131911927	0.052771629652088	0.0890359898273933
gene-YER029C	375.075514105057	0.724053877176169	0.408497698151564	0.0527974673873796	0.0890463286811777
gene-YMR173W	894.542309695106	-0.689536337899355	0.386401904642595	0.052808133178314	0.0890463286811777
gene-YLR016C	284.280387964038	0.728789794679873	0.412533602204655	0.0528512472317458	0.0890677960677567
gene-YPL257W	17.2862504340163	-1.24719936461275	0.915510392535176	0.0528504525935216	0.0890677960677567
gene-YLR147C	103.105072630312	0.827142698225224	0.484555703227967	0.052896321908105	0.089118142341155
gene-YNCF0001C	26.4272363637331	-1.18106187099876	0.842089129608527	0.0529135634099518	0.0891215806585888
gene-YMR150C	124.789200253653	-0.810475442900028	0.471370368274596	0.0529424580674105	0.0891446386126444
gene-YIL013C	117.269252987691	-0.853025576416279	0.502377767551499	0.0529707950053794	0.0891667445066148
gene-YMR279C	55.2979856911163	-0.962447567078223	0.605204469761275	0.0530013223720812	0.0891925238425695
gene-YMR141C	43.7778903837668	-1.04792329489926	0.676834909265471	0.0530973491703911	0.0893284815454816
gene-YCR105W	31.1204922240713	-1.05488160409729	0.700911946650783	0.0533935859059131	0.0898010884011384
gene-YOR297C	116.376993544061	0.792222033603441	0.457997942587194	0.0534846511313244	0.0899284512712805
gene-YML112W	96.7573192172819	0.888128032849817	0.533120820586942	0.0535778045367992	0.090059251146575
gene-YLR408C	51.4240851340968	-0.931219843033045	0.578049230886158	0.0538387274926341	0.0904719000542602
gene-YGL142C	142.330934609832	0.867921652049761	0.520491232997617	0.0538826190968031	0.0905197122534546
gene-YOR219C	280.943408420516	-0.835945525791289	0.497498684086796	0.0541168971018694	0.0908872436861244
gene-YPL003W	112.421406580633	-0.854144761094335	0.508806566822087	0.0543084912576855	0.0911828992679869
gene-YNL294C	263.552681569638	-0.74328535463906	0.427414689062308	0.0546506858092112	0.0917311683078745
gene-YNCD0002C	19.5261629137137	1.1372936007673	0.819072467224487	0.0551937398398643	0.0926161696282554
gene-YPR111W	247.054050753304	0.716646528428731	0.409544525569375	0.055301414913589	0.0927702991812225
gene-YMR267W	195.356374611357	-0.861661871134705	0.519356539372786	0.0553358498213044	0.0928015124434519
gene-YNL250W	165.01078073527	-0.75286533957013	0.438072706209509	0.0557205353567446	0.09341993102562
gene-YDR446W	5.13117429724404	1.2930812892498	1.4676931899046	0.0558551134025554	0.0935920348325756
gene-YNL032W	176.157207296993	0.740900825583867	0.426971135225123	0.05584092568671	0.0935920348325756
gene-YPL059W	368.711187368702	-0.730529323862641	0.421904278958219	0.0558754768427456	0.0935994059225764
gene-YOR222W	227.771848875766	1.03466218908177	0.684697675117642	0.0561256113467529	0.0939915622182269
gene-YJR113C	482.254332300287	-0.727468382647574	0.420024670684471	0.0563536292122187	0.0943195341339532
gene-YOL009C	131.615901920414	-0.82510621943	0.491197287759025	0.0563463687217549	0.0943195341339532
gene-YOL052C	296.502688028631	0.825501297465459	0.491774360648056	0.0564373538407458	0.0944327070685767
gene-YLR031W	22.0523929374329	1.07429507042226	0.736065247953627	0.0565250023351683	0.094552379084477
gene-YER167W	322.197105302432	0.752483213220067	0.437219726910343	0.0566712554674546	0.0947699859685357
gene-YNR008W	151.923490410675	0.750391399977893	0.435816745803996	0.0567257005075008	0.0948339840534579
gene-YNCO0020C	6.28316378867834	1.3172329627212	1.40750279119038	0.0568242089119412	0.0949715897521981
gene-YDR076W	43.8526362078893	-0.965207790460211	0.610725603866949	0.0569256221548003	0.095113970559588
gene-YOR165W	524.949842547793	-0.677370766837916	0.387257571037818	0.0570671755394124	0.0953233191417592
gene-YOR156C	77.329112939849	0.856018341451475	0.520519590297764	0.057108630590747	0.0953653948030617
gene-YGL175C	27.1361988915843	1.02279900375466	0.678577214097998	0.0571502490941422	0.0954077193732789
gene-YBL091C-A	72.669947434221	-0.902747476304953	0.558679195054939	0.0573733359609087	0.0957256313997746
gene-YER035W	1147.40495880924	-0.733406225596966	0.427494717171899	0.0573637403961334	0.0957256313997746
gene-YKL058W	340.232693535937	-0.6874915698876	0.394833159774519	0.057675980642409	0.0962032075409513
gene-YNL098C	556.393987814263	-0.725881280306993	0.422526941567463	0.0578556758836502	0.0964754913839139
gene-YPL101W	385.139454023936	0.67916745439917	0.38777888126116	0.0579177346029303	0.0965515149209498
gene-YHR199C	694.054074721266	-0.728514057505122	0.424618447834212	0.0579684210390965	0.0966085425105807
gene-YER100W	544.962603415034	0.679508948297404	0.388347742759005	0.0582958261479403	0.0971265782055623
gene-YDL084W	1820.96134759772	0.699507087932441	0.401894803201598	0.0583964976325927	0.0972666663692872
gene-YDR180W	68.6728662624556	0.942819792756904	0.59997781204808	0.0585541244780612	0.0975015142899384
gene-YJL156C	229.75520148564	0.742495012579858	0.434954222988393	0.0586522303357471	0.0976371455021253
gene-YLR440C	271.852202954631	0.702381308382436	0.405205765450419	0.0587011556584593	0.0976731314048934
gene-YNL121C	988.893007372059	-0.659888309764445	0.377825026241713	0.0587071661386397	0.0976731314048934
gene-YHR105W	32.1404986327049	-1.03919437249562	0.695566888031934	0.0587656303146801	0.0977426639815517
gene-YKR023W	157.75001482529	0.780250945662734	0.463782147236537	0.0592015535104504	0.0984397924650512
gene-YDR162C	211.894705350173	-0.767464790298493	0.455233538853373	0.0594582668407244	0.0988386216294775
gene-YLR148W	170.65706296028	-0.733898713047147	0.431586695319166	0.0594759023055206	0.0988399136103366
gene-YGL242C	46.7376533979225	-1.01038394954958	0.663075343312607	0.059585481779086	0.0989939585352171
gene-YLR168C	281.834518471858	-0.875973177101668	0.547806145748338	0.0596691214087201	0.0991048325267212
gene-YGR225W	23.5523816844941	-1.10497748046442	0.843756936089436	0.0597803815161818	0.0992615057573984
gene-YAL023C	778.997888152656	0.787862222720937	0.470807388337092	0.0598400964688825	0.0993325270659847
gene-YDR507C	117.136476488398	-0.991734349967461	0.653231951262325	0.0599922701324294	0.0995287718693927
gene-YNL161W	407.020176651226	0.671637792668576	0.386414552724239	0.0599809707252631	0.0995287718693927
gene-YOR138C	222.259447325886	0.764622608123969	0.45407456337753	0.0601219751181512	0.0997157397787046
gene-YOL143C	382.263902983734	-0.680095432176876	0.394834540305507	0.0602344699305912	0.0998740659510905
gene-YOR106W	224.241999117835	0.721824219683258	0.42220475225689	0.0604476157858345	0.100199143724158
gene-YOR288C	138.016039774514	-0.875892728894657	0.54448267936037	0.0606656448539287	0.100532129954377
gene-YLR099C	358.586876647845	-0.716531380846524	0.422775523246637	0.0609357931187801	0.100951272974119
gene-YDL015C	1337.07016651768	0.638822709052248	0.365719072010302	0.0610325677421312	0.10106235581064
gene-YPR095C	165.161753290725	0.731202434695563	0.430813443021411	0.0610373191071934	0.10106235581064
gene-YGR263C	108.192567043298	-0.806192036095502	0.493271454012498	0.0612597919783084	0.101402078026206
gene-YPL036W	505.982742495074	-0.858758439366731	0.538979839485459	0.0614526657665062	0.101692627544179
gene-YGL150C	551.715277014414	-0.660483155809466	0.383610522346571	0.0615073597741268	0.10175441601459
gene-YHR172W	25.8645876389251	-1.10704150018742	0.786144735030286	0.0616007962307052	0.101880244936707
gene-YGL058W	303.514388580296	0.729439687417904	0.430909842455958	0.0617712717903766	0.102075807921922
gene-YKL079W	200.340315089925	0.730620248547617	0.432650842821135	0.0617617993663136	0.102075807921922
gene-YOR187W	1108.91462401293	-0.805972741278994	0.491595768809618	0.0617699921567939	0.102075807921922
gene-YBL021C	83.6262374953735	0.897463218439905	0.569077748873785	0.0619206021863595	0.102293722755812
gene-YER129W	488.332139962012	0.85522724796458	0.532151115950103	0.0619554851621843	0.102293722755812
gene-YJL023C	213.514952689704	-0.791500208574339	0.482221838391164	0.0619445310609291	0.102293722755812
gene-YGR042W	156.475004898325	-0.747067321141718	0.448243723496247	0.0620527609340984	0.10242548912067
gene-YOR326W	602.08025241999	-0.743302702366428	0.444447488834663	0.0621487757588678	0.102555100555655
gene-YFL021W	425.428098191422	0.790793210240735	0.479876664484519	0.0623360236109135	0.102835145309732
gene-YBR135W	207.693451790045	0.713832673300974	0.420335931394495	0.0624098469065527	0.102927969736461
gene-YKR077W	52.8709274408793	-1.03920610053919	0.737797277765628	0.0625053806401109	0.103056537315233
gene-YHR041C	57.2945784329939	0.920244706972333	0.58888127930665	0.062554374750264	0.10309263130241
gene-YPR029C	382.770471421419	-0.694055154514533	0.408739603407969	0.0625624393951859	0.10309263130241
gene-YNCF0003C	86.0472841365109	-0.808845979846854	0.494661007709463	0.0625884584866266	0.103092813840648
gene-YGR255C	150.088600569418	-0.818444675477358	0.500662154661538	0.0625977174266942	0.103092813840648
gene-YGR024C	475.614582115173	0.722343895067097	0.427576387879622	0.0626319109120118	0.103120161100007
gene-YPL106C	6632.36660638389	-0.709872214477418	0.421344746361398	0.0627395748520613	0.103268424300291
gene-YIL046W	1466.45076167645	-0.739981967813528	0.446811515886263	0.0631905372828152	0.103952334480681
gene-YPR195C	5.87819276947807	-1.27754414514942	1.54570186237189	0.0631904099682144	0.103952334480681
gene-YNL309W	38.6567440902701	0.962093112541168	0.633652123809532	0.0634124898085155	0.104288198526599
gene-YGR062C	63.0003495807308	0.903142782844419	0.580477855469689	0.0634765387603947	0.104331988850978
gene-YGR082W	275.060484613048	0.815827717278958	0.503223600054701	0.0634608282874579	0.104331988850978
gene-YJL157C	26.8764562482798	-1.02702481211629	0.70938088316885	0.0634925014873426	0.104331988850978
gene-YGL087C	576.331343784318	-0.678738260340331	0.39900646599154	0.0635822013762112	0.104450111142821
gene-YLR392C	239.126588124674	-0.697280350490052	0.413691193805694	0.0636499409441812	0.104532101892362
gene-YDR028C	889.008937447452	-0.671830221235644	0.395323361857323	0.0637262750467202	0.104628157546603
gene-YBL055C	239.603708597214	0.715180771954882	0.425929015211981	0.0641348849376618	0.105269549381162
gene-YOL098C	410.633211102938	0.688204700762004	0.405906871773994	0.0641955815308164	0.105339685002848
gene-YNCE0007C	30.9178173088159	-1.02246738128573	0.72011275373666	0.064268108987192	0.105429189421351
gene-YBR176W	113.547221771741	0.831959922805433	0.516608355689254	0.064400899428798	0.105617475063229
gene-YJL113W	50.0334731700649	-0.948056306937789	0.628506537617285	0.0645485620501615	0.105800452697819
gene-YOL107W	29.3172708424379	-1.06569763360362	0.747780513042999	0.0645422870236581	0.105800452697819
gene-YCL029C	155.210368988962	0.769476423143734	0.468221565628847	0.0647123443632042	0.106039260760611
gene-YJL132W	64.7698228987821	-1.00854643003057	0.696377309905613	0.0647874510176232	0.106132669828534
gene-YGR058W	210.151948305172	0.703800934995327	0.418062988952538	0.0649031506921231	0.106292506287128
gene-YGR101W	161.68709212487	-0.754796522025496	0.461409962632506	0.0649487463876226	0.106337475585208
gene-YAL003W	6658.95471453388	0.731399355527378	0.43601850833053	0.0651102303466128	0.106572105115073
gene-YOR161C-C	4.49990130013223	1.11109464654391	1.52225724356312	0.0651297726561888	0.106574339124542
gene-YDR495C	211.868517217106	-0.765597216179322	0.468162037915617	0.0651836505977886	0.106623183023699
gene-YJR094C	336.54015392803	-0.872215484354924	1.42232221442994	0.0652323652577192	0.106623183023699
gene-YLR027C	1381.40529555245	-0.63586032240165	0.372798253650431	0.0651974481274279	0.106623183023699
gene-YMR043W	900.374128294532	0.635917059157767	0.370700699354274	0.0652234087080023	0.106623183023699
gene-YHR134W	112.589580229605	0.783812954266204	0.483165220540334	0.0654730987980873	0.106986838978034
gene-YJR136C	120.080959765001	0.78892705768369	0.486836802660813	0.0655609600312568	0.107070726647147
gene-YLL013C	200.551910547557	-0.703960898328463	0.421354679294353	0.0655464396770378	0.107070726647147
gene-YOR380W	172.777524867029	0.742311498689736	0.448693150209273	0.0655898308571574	0.107088047428436
gene-YBR083W	147.621944553242	-0.800551327711223	0.502092513512586	0.0656782565390445	0.107202566282967
gene-YLR354C	1062.75250328658	-0.671904162361561	0.396684635982578	0.0657593503910735	0.10730505742913
gene-YLL005C	121.912653219275	-0.801200584638746	0.495898170999604	0.0657848125072461	0.107316737821365
gene-YOL102C	125.008963107268	-0.754048178844674	0.459597473205218	0.0661897995858052	0.107947369950369
gene-YKR085C	96.5496733370029	0.902718004380268	0.588560562226254	0.066208624427803	0.107948043665242
gene-YNCD0003W	1.86560115771021	0.562785861156696	1.22565536203956	0.0662271769258268	0.107948273093167
gene-YDL123W	228.671332227115	-0.839659257828707	0.533957470864574	0.0663951880678607	0.108192047704799
gene-YDL045C	173.023352792232	-0.719475430639669	0.436517545908737	0.0666430459374751	0.108537562622721
gene-YPR032W	154.495801544829	-0.73572333346649	0.447580200075135	0.0666442479006985	0.108537562622721
gene-YBR270C	144.664097909223	0.802725325649393	0.500702009035464	0.0666662114497179	0.108543181818855
gene-YCR006C	30.7395989291518	-1.05028234500042	0.758680831667218	0.0668856878749119	0.108870290952418
gene-YDR473C	360.619420466054	-0.725822513023171	0.441274228934492	0.0669123658002532	0.108883486174545
gene-YGR261C	140.533017932342	0.823841930304936	0.518743535964776	0.0672519609266615	0.109405728888184
gene-YJR135C	68.2294769519331	-0.820794095913248	0.518762452995266	0.0673181965562943	0.109483103026228
gene-YHR035W	57.7425565942655	-0.8537304367878	0.549452305085581	0.0674502578083697	0.109606668938601
gene-YMR257C	97.8778443654684	0.775808834455079	0.478806719556128	0.0674405878345957	0.109606668938601
gene-YOR097C	323.214234705316	-0.780978011531452	0.486288922997444	0.0674445589832468	0.109606668938601
gene-YAR003W	107.529042845827	0.775698363055338	0.479292597916473	0.0678074067435434	0.110148136964484
gene-YPL219W	93.3448601219385	-0.787656152837849	0.495659386742124	0.0678210428861992	0.110148136964484
gene-YDR238C	889.993418164312	-0.637411678795892	0.377100929888114	0.0678766087156501	0.110207852921589
gene-YGL036W	432.7102995413	0.786067840216643	0.490186653854268	0.0679313483850865	0.110266194790078
gene-YPL259C	353.329405706575	-0.666768978122445	0.399473875950322	0.0681330939381175	0.110563058333569
gene-YHR200W	813.651778342618	-0.64644362527551	0.384593374489198	0.0682261616336672	0.110683449269007
gene-YLL043W	690.275011424992	0.653430497702982	0.388519104522097	0.0685892501288928	0.111241707747081
gene-YDR470C	229.501079627963	-0.683833684503141	0.413266757102859	0.0687952861942846	0.111514172783271
gene-YHR077C	830.293597153267	0.636685449892481	0.376728069997587	0.0687839201998785	0.111514172783271
gene-YMR179W	19.8653799763363	-1.10431877696971	0.841215489566822	0.0689226181470535	0.111689693254885
gene-YBR205W	256.007359893153	-0.690960629488069	0.418713683910065	0.0690179304249755	0.111782355271169
gene-YCR037C	554.0908616172	-0.670153410022669	0.403588583977138	0.0690132127210686	0.111782355271169
gene-YDR093W	321.173832546318	0.727215024070867	0.445053222049742	0.0693089248230803	0.112191669309144
gene-YLL025W	24.0129053010003	-1.03306872342657	0.755566042411072	0.0692935882758039	0.112191669309144
gene-YJL127C	177.767510903327	0.752727987856453	0.46683167253028	0.0694382478316606	0.112369982621315
gene-YLR335W	688.390819547894	0.640748867104581	0.38110793360669	0.069583838314289	0.112574515462659
gene-YDR071C	728.188050608501	-0.707764170535523	0.433120162327145	0.0699979148616014	0.113213179264433
gene-YHR080C	338.063470473089	-0.733308660987869	0.454005615285021	0.0701109357576899	0.113364703901637
gene-YOR231W	299.892233207417	0.735048944647002	0.452270949791263	0.0702490136523701	0.113556649309028
gene-YER031C	463.88711411963	0.65726137099204	0.394348099583125	0.0705846278750583	0.114067715885189
gene-YCR068W	344.327014093629	-0.824336059373446	0.53846529491436	0.0706537177338635	0.114147904952781
gene-YBL023C	198.290152313387	0.782154869111904	0.493660028883696	0.0708098833197554	0.114368690331605
gene-YNL008C	228.473330944089	-0.71148433781041	0.437247092590102	0.0711925283497185	0.11495505197312
gene-YKL165C	118.040584600794	-0.76580395357284	0.48609807934818	0.0715398725047626	0.115484105863277
gene-YDR086C	671.296728220121	0.66064787905054	0.398627518869707	0.0716791187316719	0.115677036367683
gene-YGR036C	57.8464701832291	0.840667466020924	0.544091041191757	0.0719376905888016	0.11606237752398
gene-YHR192W	132.736198487538	0.745441940053261	0.464364686962087	0.0721910401448128	0.116439083457782
gene-YOL148C	146.251130926653	0.734866478206074	0.456694047314551	0.0724934086082092	0.116894624496681
gene-YMR288W	103.196318721207	0.760786393439634	0.480530516104777	0.0725955604930628	0.117027157319447
gene-YIL073C	104.568390871109	0.759761040981395	0.477756497714415	0.0726983437180263	0.11716063474953
gene-YDL044C	83.5529282907743	0.80381902573467	0.515626546519146	0.0727191159550307	0.117161906250163
gene-YIL004C	186.648884218673	0.684243111780018	0.418681837625139	0.0729659525801784	0.117527302191645
gene-YIL009C-A	67.3612275137149	-0.843520048440831	0.549339444110457	0.0732075566188103	0.117884071534217
gene-YDR179C	163.531919765373	-0.788044695741996	0.506311550388688	0.0732884565401828	0.117981938686187
gene-YFL031W	1265.573112822	-0.627450538434273	0.379647597012531	0.0733456709219885	0.118041632889272
gene-YDL006W	160.509363257318	0.7122544510736	0.440990976990304	0.073442488883347	0.118165014358689
gene-YCR025C	12.1779315112538	1.12896779423044	0.943859799990031	0.0735781838492685	0.118350861977575
gene-YOR164C	334.440747182985	-0.669440744304354	0.410446625125175	0.073868797137198	0.118772118346958
gene-YPR120C	41.7062497145265	-0.98174243887443	0.734580121308752	0.0738805928042565	0.118772118346958
gene-YLR343W	14.8339064068226	1.14079087683148	0.967404580931	0.0739595095698976	0.118866393807102
gene-YDL203C	211.177705568486	0.700670285684203	0.433834164653223	0.0739886597363661	0.118880655531465
gene-YNL143C	31.2024848211886	0.938199253016407	0.659236092390417	0.0741968107528633	0.119182438751791
gene-YJR075W	382.740523953871	0.655635814780077	0.399929091705767	0.0743825120347265	0.119448005494276
gene-YDR296W	233.738619459379	-0.744457157708171	0.470621505294296	0.0744283096481987	0.119488822417138
gene-YGR004W	120.200073792579	0.739787645628959	0.466601039792116	0.074693053142561	0.119881021235925
gene-YJL178C	488.334582700629	0.644103060498107	0.391556254953491	0.0747472676367268	0.11993520255997
gene-YMR238W	266.465304515215	-0.772256857572828	0.499814598346435	0.0747759248107074	0.119948357637531
gene-YPL011C	230.511264332017	0.665106210918699	0.408026956194712	0.075008434865462	0.120288417291084
gene-YJR015W	289.792384129508	0.660449349838391	0.404353384329656	0.0750351987484005	0.120298433213528
gene-YIL109C	937.082435501446	-0.617784473076971	0.375392364310376	0.0752208804354663	0.120563155274232
gene-YER164W	462.983379839861	0.655256816982746	0.401599159088807	0.0753672926383664	0.120764809166095
gene-YDR198C	164.988276145089	0.693738120947559	0.431056271043515	0.0753931227209415	0.120773190850514
gene-YHR014W	11.1984585731752	1.13363289199443	0.984022022064422	0.0754258694032514	0.120792644717635
gene-YKR088C	239.935557150558	-0.674299109183856	0.416994177074155	0.0755352689310384	0.120934812054254
gene-YKR078W	135.965483771229	-0.74742191763101	0.477781081171216	0.0755931065445597	0.120994371736487
gene-YOR183W	9.25048088670809	1.13514953923636	1.05377159701436	0.0757475051254088	0.121208412268087
gene-YNL035C	138.789489126072	0.729604014896287	0.459749265173543	0.0758178857403942	0.121287930176243
gene-YDR243C	141.972491581129	0.751611002230931	0.480391497854188	0.0759002081466583	0.121386503099798
gene-YPR201W	81.5756478952265	-0.884465796944289	0.613378531483191	0.0760619348810746	0.121611978240453
gene-YBR289W	165.560972436599	-0.698024147059101	0.436252439291507	0.0762053049614982	0.121807988819319
gene-YMR001C	113.858152117721	-0.823703713779868	0.540911481005805	0.0764213843473339	0.122120080792701
gene-YGL049C	364.057198208261	0.691419160823206	0.4305534080951	0.0765286954819326	0.122258240220864
gene-YGL166W	361.079774683217	-0.65620047319553	0.406799772276493	0.0769971647355153	0.122973134525831
gene-YPL097W	86.9208368521525	0.793832320006336	0.519596730387447	0.0774681918262481	0.123691723495995
gene-YGL128C	131.285962626778	-0.77465125691442	0.502403369536723	0.0774995326927253	0.123708075191246
gene-YHR067W	186.255621152339	-0.684922217960016	0.429616901350944	0.0776725439815368	0.123950496832812
gene-YEL051W	1041.82002347625	0.633608532468741	0.388767691079678	0.0777622235388655	0.124059841253978
gene-YDR217C	120.05305913303	-0.731387772642331	0.470611783557496	0.0778663733826351	0.124093024475275
gene-YER019W	136.002440427292	0.712132347539779	0.448753816046759	0.077821830309928	0.124093024475275
gene-YKL032C	867.350755221279	-0.686753302299876	0.432499504035647	0.0778676849811595	0.124093024475275
gene-YLR117C	417.073186631295	-0.721340761118322	0.460539041232013	0.0778497352716775	0.124093024475275
gene-YHL030W	128.749791154181	-0.735770787217161	0.471324084422699	0.0779712677073676	0.124224332219646
gene-YNL099C	200.089069932091	0.668639753845147	0.416077507373176	0.0782542861747908	0.124641369150448
gene-YLR382C	85.6922096602642	-0.790344010737963	0.517487359445331	0.0784157554606025	0.124864631794001
gene-YBR088C	90.5263584407393	-1.01649673043251	0.787841157568191	0.0787252211527077	0.125323369975109
gene-YDL001W	198.009840024108	0.668189480725515	0.417847805141548	0.0789968453182343	0.125721635206517
gene-YGL112C	388.258548337671	0.631304832874333	0.389613744434029	0.0790792953830851	0.125818699818461
gene-YBR220C	122.671393940855	0.708319089020444	0.450240157334509	0.0792231311541153	0.126013352674058
gene-YDR308C	84.123327959901	0.765852567112318	0.49670208724787	0.0793873004409528	0.126240172857512
gene-YNL076W	381.253806635813	0.63605023064782	0.393797627849888	0.0794087937060387	0.126240172857512
gene-YDR246W-A	8.46892054054088	-1.13456337519978	1.19691136795639	0.0799890197673664	0.127093664741482
gene-YJR144W	294.894572222132	0.780572620827432	0.511861374937996	0.0799805987566349	0.127093664741482
gene-YBL067C	405.264745112227	-0.698602696374791	0.444425757388815	0.0800462465758737	0.127115694386335
gene-YMR048W	54.6579859011589	-0.94284503080237	0.69132105772441	0.080042693947307	0.127115694386335
gene-YLR234W	19.3943078956505	-1.055015572133	0.840881080802523	0.0801087182308506	0.127146024631152
gene-YML029W	160.446373994027	-0.688033548718029	0.435771489985583	0.0800997293421365	0.127146024631152
gene-YJL063C	227.26327700536	-0.786505342219907	0.520828301091961	0.0801757892456084	0.127218038524222
gene-YJL077W-B	17.6196483539668	-1.03255923802172	0.860101461783442	0.0802312046025588	0.12727152396775
gene-YLR307W	6.76524961241388	-1.04480328707061	1.33198886871929	0.0803294254355706	0.12739286484413
gene-YJR017C	397.45603905111	-0.627350887645936	0.390555301252208	0.080508948692282	0.127643041152745
gene-YPL038W-A	4.7028738980643	1.06791034653831	1.34270112269799	0.0806940616878363	0.127901942058876
gene-YOL084W	781.967360245994	-0.854113000548538	0.597444997482581	0.0809235617714587	0.128231038558395
gene-YBR015C	591.590351640945	0.627531490277227	0.389599441280385	0.0809887236240954	0.128299618105396
gene-YER061C	232.545983339017	-0.718717611443607	0.46731628221091	0.0813324518235148	0.128809336856096
gene-YLR398C	277.670472516176	0.693851878798512	0.441523646806639	0.0814195656427139	0.128912479979269
gene-YML078W	844.609372300659	-0.71151369853576	0.458411284024489	0.0815482273535828	0.129081332876365
gene-YLR028C	2077.13157071898	-0.585050552330024	0.362433681231355	0.0821497273081325	0.129998340406904
gene-YOR177C	10.242652360495	-1.16923703544393	1.13194786599961	0.0822229357456222	0.130079080484777
gene-YNL329C	132.608502835224	-0.693684059677244	0.445799299947757	0.0825448506991398	0.130553131817927
gene-YOL088C	239.346686039389	-0.692334793493794	0.445056149540756	0.0827002698903044	0.130763668383726
gene-YLR039C	103.223987267984	-0.77064746671886	0.509251358835957	0.0829385883932792	0.131105134470153
gene-YDR485C	541.958210088692	-0.678215596236358	0.435712565929537	0.0831326695557846	0.131376507171311
gene-YNL292W	181.731819556702	0.705420495650027	0.454198087923759	0.0832078728184452	0.131424503861677
gene-YOR085W	168.791185383828	0.698241341913284	0.448814209274521	0.0831865735744157	0.131424503861677
gene-YNL020C	330.238217542192	-0.829440206206304	0.574261163738547	0.0834707635043995	0.131804224731025
