gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YML081W,497.38297705255,2.01239355046607,0.45099865111139,4.46208330226034,8.11666589213785e-06,2.9668336736661e-05
YNL316C,98.9792199930721,2.2137426306889,0.496315986891,4.46034923145661,8.18262058232305e-06,2.9890781603838e-05
YHR113W,600.457813059298,-1.79999420235194,0.403793475870878,-4.45770996787359,8.28398804238176e-06,3.0242230319106e-05
YDL205C,162.569964962749,2.04200152187518,0.458291960100962,4.45567825677178,8.36283743334429e-06,3.05110864167377e-05
YGL206C,552.518383179062,-1.90372798978968,0.427345710631563,-4.45477266397786,8.39821356583125e-06,3.0621098343575e-05
YJR104C,6309.94831919889,-1.66091418482183,0.373544470133066,-4.44636266260392,8.73364581798926e-06,3.18243414735059e-05
YBL017C,462.742207979089,-1.80747344844532,0.406550053190356,-4.44588171680552,8.75321033214124e-06,3.1875821228164e-05
YDL235C,366.952464436169,1.92900602018375,0.434091763792532,4.4437747524408,8.83941478890635e-06,3.21697634434252e-05
YKL139W,275.421671463077,2.08417223842767,0.469039557128341,4.44348926812881,8.85115733127342e-06,3.21925157774541e-05
YLR211C,105.078005365889,-2.54416601327821,0.572592981148423,-4.44323646471441,8.86156808582562e-06,3.22103990621175e-05
YOR140W,406.210656561248,1.94065336351657,0.43698492972968,4.4410075302072,8.95386611922993e-06,3.2510007096485e-05
YLR173W,302.96331743018,-2.29337946455199,0.516413126898285,-4.44097824996556,8.95508467692705e-06,3.2510007096485e-05
YPL237W,2307.29597007579,1.91971490546753,0.432611019960879,4.43750810055908,9.10062981364877e-06,3.30179409637517e-05
YNL268W,1585.77840830711,1.84267101863507,0.415395458961883,4.4359440597644,9.16696527922481e-06,3.32380441756927e-05
YJL085W,97.0252081239204,2.20908213760336,0.498516106359597,4.43131547691635,9.36599419890146e-06,3.39387045662295e-05
YHR163W,228.351994488281,2.79900320829505,0.631739520807306,4.43062863111393,9.39587802608784e-06,3.40259622402428e-05
YBR208C,211.451180601268,-2.16866832303227,0.489588392227107,-4.42957463343266,9.44191339919279e-06,3.41715668268317e-05
YHL026C,118.946576767683,2.12390192964911,0.479622334347861,4.4282798726147,9.49875953128795e-06,3.43560932337701e-05
